dotCount	x	y	frequency	colour	size	pval	description	legend	members	representative	user
32	0.3672910082549652	-1.221304126515024	1.6674501238121495	-5.984447884409923	2.5649493574615367	1.03645897264748e-06	toll-like receptor 3 signaling path...	32. toll-like receptor 3 signaling path...	['GO:0034138', 'GO:0002224', 'GO:0034162', 'GO:0034154', 'GO:0002755', 'GO:0035666', 'GO:0002756', 'GO:0034142', 'GO:0002221', 'GO:0070431', 'GO:0002753', 'GO:0039528']	GO:0034138	0
33	-0.1513881192050445	1.158441416575014	1.5761661047214928	-5.960119327624904	1.791759469228055	1.09617696697484e-06	plasma membrane invagination	33. plasma membrane invagination	['GO:0099024', 'GO:0010324', 'GO:0006911', 'GO:0036089', 'GO:0043652']	GO:0099024	0
34	1.3314972924740816	-2.332488344852817	1.715062115947802	-5.935312114342955	2.1972245773362196	1.16061421562286e-06	positive regulation of superoxide a...	34. positive regulation of superoxide a...	['GO:0032930', 'GO:0032928', 'GO:0090322', 'GO:2000121', 'GO:2000379', 'GO:2000377', 'GO:1904407', 'GO:0045429']	GO:0032930	0
35	2.1052463347951704	-3.1351881626843054	1.5933022059494917	-5.912161710991293	2.833213344056216	1.22416029424421e-06	positive regulation of alpha-beta T...	35. positive regulation of alpha-beta T...	['GO:0046635', 'GO:0046638', 'GO:0046637', 'GO:0043370', 'GO:0051133', 'GO:2001185', 'GO:0046634', 'GO:0046641', 'GO:0046640', 'GO:2000561', 'GO:2000562', 'GO:0034116', 'GO:0034114', 'GO:0032816', 'GO:0032817', 'GO:0032814']	GO:0046635	0
36	2.195283426314584	-2.7496831575125817	1.6509634766086374	-5.844159145238329	2.995732273553991	1.43166317667642e-06	positive regulation of humoral immu...	36. positive regulation of humoral immu...	['GO:0002922', 'GO:0002920', 'GO:0030449', 'GO:0045916', 'GO:0002921', 'GO:0002925', 'GO:0002923', 'GO:0050853', 'GO:0050851', 'GO:0002223', 'GO:0002220', 'GO:0002830', 'GO:0002430', 'GO:0038096', 'GO:0002431', 'GO:0038094', 'GO:0002433', 'GO:0030450', 'GO:0045959']	GO:0002922	0
37	-1.4388042314969909	1.1332150565244408	1.5172869819363992	-5.840958770977477	1.6094379124341003	1.44225226283989e-06	protein autoprocessing	37. protein autoprocessing	['GO:0016540', 'GO:0009249', 'GO:0031639', 'GO:0031638']	GO:0016540	0
38	-1.1833030149977182	0.9173198364152192	1.896521841498914	-5.83403735976407	1.6094379124341003	1.46542177403841e-06	Notch receptor processing, ligand-d...	38. Notch receptor processing, ligand-d...	['GO:0035333', 'GO:0031293', 'GO:0006509', 'GO:0033619']	GO:0035333	0
39	-2.4131362376544434	0.0227547644609757	1.6684507150969865	-5.755866093461124	2.1972245773362196	1.75442136129966e-06	dendritic cell migration	39. dendritic cell migration	['GO:0036336', 'GO:0002407', 'GO:0048247', 'GO:0071674', 'GO:0035754', 'GO:0072678', 'GO:0072676', 'GO:0010818']	GO:0036336	0
40	-0.5394920231193844	0.7724235967848225	1.6467635104913076	-5.689463870138436	1.9459101490553132	2.04425999517088e-06	cell adhesion mediated by integrin	40. cell adhesion mediated by integrin	['GO:0033627', 'GO:0033631', 'GO:0019062', 'GO:0044650', 'GO:0044406', 'GO:0007160']	GO:0033627	0
41	1.4531640481557395	-2.434685718544236	1.6934292202378438	-5.68440550731263	2.5649493574615367	2.06820932868723e-06	positive regulation of autophagosom...	41. positive regulation of autophagosom...	['GO:1901098', 'GO:0032233', 'GO:0051496', 'GO:0051492', 'GO:0032231', 'GO:2000646', 'GO:2000644', 'GO:0044090', 'GO:0044088', 'GO:1905671', 'GO:1903551', 'GO:0071801']	GO:1901098	0
42	-2.271724355089125	0.0011481532158137582	1.7449662401011174	-5.653924455145684	2.1972245773362196	2.21858230520233e-06	CD8-positive, alpha-beta T cell act...	42. CD8-positive, alpha-beta T cell act...	['GO:0036037', 'GO:0043374', 'GO:0045063', 'GO:0002294', 'GO:0046633', 'GO:0001866', 'GO:0042100', 'GO:0035739']	GO:0036037	0
43	-1.3116392627174918	1.2645493061984614	1.6220553538308538	-5.645873159884151	2.1972245773362196	2.26009575776676e-06	O-glycan processing	43. O-glycan processing	['GO:0016266', 'GO:0006493', 'GO:0035269', 'GO:0035268', 'GO:0097502', 'GO:0018279', 'GO:0018196', 'GO:0006487']	GO:0016266	0
44	2.1133626912508503	-1.8601404703714857	1.6400892482792921	-5.618240214576151	2.302585092994046	2.40857284361518e-06	negative regulation of vascular end...	44. negative regulation of vascular end...	['GO:0030948', 'GO:0030947', 'GO:0090288', 'GO:0040037', 'GO:0030512', 'GO:0017015', 'GO:0090101', 'GO:1903845', 'GO:1903844']	GO:0030948	0
45	0.9397643083918362	1.0308258591077186	1.673296927018063	-5.61352404520521	1.0986122886681098	2.43487098683381e-06	amyloid-beta clearance	45. amyloid-beta clearance	['GO:0097242', 'GO:0007608']	GO:0097242	0
46	-2.6679497810283075	1.3121666046837954	1.7406213538705648	-5.61243608873089	1.6094379124341003	2.44097825874423e-06	testosterone biosynthetic process	46. testosterone biosynthetic process	['GO:0061370', 'GO:0019369', 'GO:0032342', 'GO:0032341']	GO:0061370	0
47	1.0261728463274997	1.0181360031885842	1.6090916939403443	-5.553855427696557	2.4849066497880004	2.79347360598869e-06	digestion	47. digestion	['GO:0007586', 'GO:0044241', 'GO:0022600', 'GO:0030277', 'GO:0046541', 'GO:0019233', 'GO:0007585', 'GO:0003016', 'GO:0001696', 'GO:0046717', 'GO:0090660']	GO:0007586	0
48	2.6546120715157002	-1.6461943670112247	1.575627055909661	-5.545666684744654	1.9459101490553132	2.84664503158449e-06	regulation of leukocyte mediated cy...	48. regulation of leukocyte mediated cy...	['GO:0001910', 'GO:0001912', 'GO:0001916', 'GO:0001914', 'GO:0042269', 'GO:0045954']	GO:0001910	0
49	-1.9632478684915688	-0.29754180106831074	1.7407674222341352	-5.524301832851189	1.9459101490553132	2.99018574767551e-06	cellular defense response	49. cellular defense response	['GO:0006968', 'GO:0042742', 'GO:0050830', 'GO:0050829', 'GO:0042832', 'GO:0001562']	GO:0006968	0
50	-2.9774327873680573	-0.07378658124025791	1.6518481545325356	-5.523017326285587	3.2188758248682006	2.99904286904518e-06	cellular response to corticosteroid...	50. cellular response to corticosteroid...	['GO:0071384', 'GO:0071385', 'GO:0051384', 'GO:0032570', 'GO:1901654', 'GO:0043627', 'GO:0071548', 'GO:0044321', 'GO:0071392', 'GO:0032355', 'GO:0097068', 'GO:1904044', 'GO:0031960', 'GO:0071466', 'GO:0071248', 'GO:0072719', 'GO:0072718', 'GO:0034694', 'GO:0034695', 'GO:0042220', 'GO:0043279', 'GO:0070542', 'GO:0071222', 'GO:0071216']	GO:0071384	0
51	-0.8152474080636439	0.6959880700281685	1.6200695280866206	-5.5044109481566705	2.0794415416798357	3.13032227661214e-06	superoxide anion generation	51. superoxide anion generation	['GO:0042554', 'GO:0006801', 'GO:0046209', 'GO:2001057', 'GO:0050665', 'GO:1903409', 'GO:0042743']	GO:0042554	0
52	1.8786647303864497	-2.7625136697032966	1.6889519763722805	-5.478487097430473	2.1972245773362196	3.32286657056535e-06	positive regulation of macrophage a...	52. positive regulation of macrophage a...	['GO:0043032', 'GO:0043030', 'GO:0042129', 'GO:0050670', 'GO:0032944', 'GO:0070663', 'GO:0033688', 'GO:2000489']	GO:0043032	0
53	-0.25311965886263493	0.8682611561789276	1.8366595835985213	-5.461827939420595	1.9459101490553132	3.45280506897083e-06	cardiac neural crest cell migration...	53. cardiac neural crest cell migration...	['GO:0003253', 'GO:0060973', 'GO:0042074', 'GO:0051546', 'GO:0061450', 'GO:0001755']	GO:0003253	0
54	0.3195999941568136	-2.5541102067540966	1.6277539716874603	-5.426927183717004	2.9444389791664403	3.74173319039883e-06	negative regulation of leukocyte ap...	54. negative regulation of leukocyte ap...	['GO:2000107', 'GO:0070229', 'GO:2000106', 'GO:0070228', 'GO:0070233', 'GO:0070232', 'GO:2000669', 'GO:2000668', 'GO:0002903', 'GO:0002902', 'GO:1901216', 'GO:0043525', 'GO:0043524', 'GO:0043523', 'GO:1902337', 'GO:1904748', 'GO:0070244', 'GO:0070243']	GO:2000107	0
55	1.3650108751218686	2.7967562600523896	1.8473531244914145	-5.425594746775607	2.302585092994046	3.75323064116806e-06	myotube differentiation involved in...	55. myotube differentiation involved in...	['GO:0014908', 'GO:0051145', 'GO:0035886', 'GO:0002244', 'GO:0060218', 'GO:0021872', 'GO:0021979', 'GO:0001649', 'GO:0010668']	GO:0014908	0
56	1.1497621663540922	0.9797917646965031	1.6703576400285227	-5.4196216654043825	2.3978952727983707	3.80520741705137e-06	excretion	56. excretion	['GO:0007588', 'GO:0035812', 'GO:0060073', 'GO:0045907', 'GO:0019229', 'GO:0045906', 'GO:1990379', 'GO:1903524', 'GO:0001976', 'GO:0050953']	GO:0007588	0
57	2.61217421523197	-3.2415043210095345	1.8104509766257602	-5.388933081771991	2.4849066497880004	4.08382307037769e-06	negative regulation of mast cell de...	57. negative regulation of mast cell de...	['GO:0043305', 'GO:0002887', 'GO:0043301', 'GO:0033007', 'GO:0033004', 'GO:1903306', 'GO:0045920', 'GO:0033008', 'GO:0033005', 'GO:0033006', 'GO:0033003']	GO:0043305	0
58	1.3162205083300744	-2.482088971169333	1.6806322617317353	-5.387637644474121	2.3978952727983707	4.09602270667886e-06	positive regulation of cell adhesio...	58. positive regulation of cell adhesio...	['GO:0033630', 'GO:0033628', 'GO:0033632', 'GO:0033629', 'GO:0022409', 'GO:1903039', 'GO:0051781', 'GO:0031295', 'GO:0031294', 'GO:0051984']	GO:0033630	0
59	2.3873085469633852	-2.512007258174269	1.6983266827526424	-5.386326736334283	1.791759469228055	4.10840513787036e-06	positive regulation of myeloid leuk...	59. positive regulation of myeloid leuk...	['GO:0002888', 'GO:0002886', 'GO:0043313', 'GO:1902563', 'GO:1902565']	GO:0002888	0
60	1.4754387997460638	-4.014865257221184	1.7359405300648676	-5.380594802266746	1.9459101490553132	4.16298837113693e-06	positive regulation of regulatory T...	60. positive regulation of regulatory T...	['GO:0045591', 'GO:0045589', 'GO:0045582', 'GO:0045621', 'GO:0045619', 'GO:1902105']	GO:0045591	0
61	1.3474954357197026	-1.3610072011450003	1.7673086368864943	-5.358785958287554	1.6094379124341003	4.37737790748294e-06	regulation of dendritic cell antige...	61. regulation of dendritic cell antige...	['GO:0002604', 'GO:0002577', 'GO:0002579', 'GO:0050870']	GO:0002604	0
62	-1.4447815960809063	0.10872395943554132	1.6220553538308538	-5.3530789399383885	1.9459101490553132	4.4352801832348e-06	fusion of sperm to egg plasma membr...	62. fusion of sperm to egg plasma membr...	['GO:0007342', 'GO:0045026', 'GO:0007566', 'GO:0060706', 'GO:0001890', 'GO:0046661']	GO:0007342	0
63	-2.2848183180446595	1.0763202471791706	1.0344868039782316	-5.325865254136123	2.5649493574615367	4.72209528068479e-06	terpenoid biosynthetic process	63. terpenoid biosynthetic process	['GO:0016114', 'GO:0006721', 'GO:0045338', 'GO:0008299', 'GO:0006720', 'GO:0008300', 'GO:0016115', 'GO:0019395', 'GO:0034440', 'GO:0033539', 'GO:0046839', 'GO:0033540']	GO:0016114	0
64	0.12673236798638016	-1.2959260273463924	1.7040840199125902	-5.309990973870417	2.1972245773362196	4.89788998758733e-06	glial cell-derived neurotrophic fac...	64. glial cell-derived neurotrophic fac...	['GO:0035860', 'GO:0048010', 'GO:0038063', 'GO:0038065', 'GO:0048861', 'GO:0035791', 'GO:0048008', 'GO:0007179']	GO:0035860	0
65	1.5528202279467391	3.0597150146417498	1.675447947892441	-5.300583383611128	2.0794415416798357	5.00514445600508e-06	macrophage differentiation	65. macrophage differentiation	['GO:0030225', 'GO:0002573', 'GO:0014004', 'GO:0030316', 'GO:0030851', 'GO:0030224', 'GO:0030223']	GO:0030225	0
66	-2.838055995475698	-0.08781140201557995	1.7238928196197945	-5.280905226312833	1.791759469228055	5.23714711486711e-06	cellular response to low-density li...	66. cellular response to low-density li...	['GO:0071404', 'GO:0055094', 'GO:0071402', 'GO:1904646', 'GO:1904645']	GO:0071404	0
67	0.9883058772705275	-2.0133681921992475	0.9783023871297184	-5.278962845366508	3.091042453358316	5.26062269989858e-06	negative regulation of molecular fu...	67. negative regulation of molecular fu...	['GO:0044362', 'GO:0044359', 'GO:0052055', 'GO:0044003', 'GO:0035821', 'GO:0051701', 'GO:0052031', 'GO:0052403', 'GO:0052422', 'GO:0051851', 'GO:0043462', 'GO:0032781', 'GO:1903613', 'GO:0060700', 'GO:0046718', 'GO:0044409', 'GO:0010912', 'GO:0010911', 'GO:0010950', 'GO:0032088', 'GO:0043433']	GO:0044362	0
68	2.330757347279623	-1.4676072519970234	1.6465659074151724	-5.271726142897861	1.6094379124341003	5.34901550908184e-06	negative regulation by symbiont of ...	68. negative regulation by symbiont of ...	['GO:0033668', 'GO:0052041', 'GO:0031343', 'GO:0051712']	GO:0033668	0
69	-2.805124892910999	1.4216307154673309	1.3203428728178677	-5.270630107167364	2.5649493574615367	5.36253195126957e-06	sterol biosynthetic process	69. sterol biosynthetic process	['GO:0016126', 'GO:0016125', 'GO:0006694', 'GO:0034435', 'GO:0034434', 'GO:0034433', 'GO:0006695', 'GO:0008203', 'GO:1902653', 'GO:1902652', 'GO:0008206', 'GO:0006699']	GO:0016126	0
70	2.119510648672997	2.8454832795109075	1.6419002240591187	-5.25713848437674	2.5649493574615367	5.53173689454844e-06	pituitary gland development	70. pituitary gland development	['GO:0021983', 'GO:0030325', 'GO:0030850', 'GO:0007431', 'GO:0032808', 'GO:0001656', 'GO:0001823', 'GO:0021510', 'GO:0030324', 'GO:0060216', 'GO:0048535', 'GO:0048539']	GO:0021983	0
71	2.2323510332650267	2.3873020394072455	1.76471639299301	-5.24159086289284	2.70805020110221	5.73335900921901e-06	lateral sprouting from an epitheliu...	71. lateral sprouting from an epitheliu...	['GO:0060601', 'GO:0061138', 'GO:0055008', 'GO:0060415', 'GO:0055010', 'GO:0003160', 'GO:0060042', 'GO:0003223', 'GO:0003151', 'GO:0048853', 'GO:0036303', 'GO:0061299', 'GO:0072049', 'GO:0072102']	GO:0060601	0
72	-0.7564979634845734	0.5023225165751103	1.814051456834577	-5.2203793481057925	0.6931471805599453	6.02033491348131e-06	NADPH oxidation	72. NADPH oxidation	['GO:0070995']	GO:0070995	0
73	2.4944098199652287	2.531407401623556	1.6815753631319652	-5.199225205274415	3.1354942159291497	6.32083996499055e-06	prostate gland epithelium morphogen...	73. prostate gland epithelium morphogen...	['GO:0060740', 'GO:0060442', 'GO:0060526', 'GO:0060527', 'GO:0001658', 'GO:0060670', 'GO:0072197', 'GO:0003344', 'GO:0002011', 'GO:0060571', 'GO:0060572', 'GO:0001842', 'GO:0090505', 'GO:0090504', 'GO:0048340', 'GO:0048332', 'GO:0072132', 'GO:0003203', 'GO:0033327', 'GO:0030539', 'GO:0046546', 'GO:0045137']	GO:0060740	0
74	2.478580930146607	-2.955590756267846	1.6745677882785477	-5.161587401590176	2.70805020110221	6.8930685648283e-06	positive regulation of neutrophil c...	74. positive regulation of neutrophil c...	['GO:0071624', 'GO:0090023', 'GO:1902624', 'GO:1902622', 'GO:0071622', 'GO:0090022', 'GO:0002690', 'GO:0002688', 'GO:0050921', 'GO:0050920', 'GO:1902669', 'GO:0060753', 'GO:0002685', 'GO:0002687']	GO:0090023	0
75	0.30697888912896254	-1.5834307156092127	1.4574661748134106	-5.156292748846496	3.1354942159291497	6.97761898782456e-06	chemokine-mediated signaling pathwa...	75. chemokine-mediated signaling pathwa...	['GO:0070098', 'GO:0038146', 'GO:0038145', 'GO:0060333', 'GO:0035385', 'GO:0033209', 'GO:0035722', 'GO:0033211', 'GO:0035771', 'GO:0038111', 'GO:0035590', 'GO:0035589', 'GO:0035588', 'GO:0001973', 'GO:0023035', 'GO:0007229', 'GO:0036462', 'GO:0007219', 'GO:0061314', 'GO:0003306', 'GO:0038031', 'GO:0038030']	GO:0070098	0
76	-1.4538147236869123	2.336312621902184	1.5735226840672007	-5.152144361641873	3.258096538021482	7.04458864420054e-06	neutrophil chemotaxis	76. neutrophil chemotaxis	['GO:0030593', 'GO:1990266', 'GO:0071621', 'GO:0097530', 'GO:0030595', 'GO:0002232', 'GO:0002548', 'GO:1904936', 'GO:0021855', 'GO:0050904', 'GO:0048245', 'GO:0072677', 'GO:0006929', 'GO:0097529', 'GO:0044319', 'GO:0035313', 'GO:0048246', 'GO:1905517', 'GO:0051451', 'GO:0071670', 'GO:1904124', 'GO:0008347', 'GO:0072672', 'GO:0072683', 'GO:0045123']	GO:0030593	0
77	-2.9372612978952453	-0.15145812771321615	1.657456762245041	-5.137604903592235	1.6094379124341003	7.28442198449919e-06	response to sterol	77. response to sterol	['GO:0036314', 'GO:0070723', 'GO:0036315', 'GO:0071397']	GO:0036314	0
78	1.5933183164347038	-3.8703325122952075	1.7721111952696489	-5.137042050373871	1.6094379124341003	7.29386884268379e-06	regulation of T-helper 1 cell diffe...	78. regulation of T-helper 1 cell diffe...	['GO:0045625', 'GO:0045622', 'GO:2000514', 'GO:2000516']	GO:0045625	0
79	-2.077884615907837	1.3749005178616953	1.176807462266011	-5.112805137671476	2.0794415416798357	7.71249441111621e-06	L-serine biosynthetic process	79. L-serine biosynthetic process	['GO:0006564', 'GO:0006563', 'GO:0009070', 'GO:0009069', 'GO:0006545', 'GO:0006534', 'GO:0000096']	GO:0006564	0
80	-1.5416811270086548	0.8994337323705739	1.6564608245506462	-5.112392103942502	0.6931471805599453	7.71983283176514e-06	nucleobase-containing small molecul...	80. nucleobase-containing small molecul...	['GO:0015949']	GO:0015949	0
81	-0.8857168746861187	0.7099453187420078	1.2590825955837788	-5.0688957132069525	1.0986122886681098	8.53304992876058e-06	xenobiotic metabolic process	81. xenobiotic metabolic process	['GO:0006805', 'GO:0042178']	GO:0006805	0
82	1.9655796846575548	2.7836241283337206	1.703706787731711	-5.02854812313989	1.0986122886681098	9.36379456162317e-06	thalamus development	82. thalamus development	['GO:0021794', 'GO:0002064']	GO:0021794	0
