cLabel,cDesc,cSize,cGenes,cScorePheno,pValZ,pValZCorr,pValPerm,pValPermCorr
GO:0043385,"mycotoxin metabolic process",13,"CYP2A13, CYP2W1, MGST3, MGST1, AKR7A3, AKR7A2, MGST2, CYP1A2, AKR7L, ACY3, NFE2L2, CYP3A5, GGT1",0.207006469723828,3.66611451307897e-07,9.96560636118798e-05,0,0
GO:0046222,"aflatoxin metabolic process",13,"ACY3, CYP2A13, AKR7L, NFE2L2, MGST1, CYP3A5, GGT1, CYP1A2, MGST3, MGST2, AKR7A2, AKR7A3, CYP2W1",0.207006469723828,3.66611451307897e-07,9.96560636118798e-05,0,0
GO:1901376,"organic heteropentacyclic compound metabolic process",13,"ACY3, NFE2L2, MGST1, GGT1, AKR7A2, CYP2W1, AKR7A3, MGST3, CYP1A2, MGST2, CYP3A5, CYP2A13, AKR7L",0.207006469723828,3.66611451307897e-07,9.96560636118798e-05,0,0
GO:0001991,"regulation of systemic arterial blood pressure by circulatory renin-angiotensin",9,"ACE, PCSK5, CTSZ, EDNRB, CES1, ATP6AP2, F2RL1, F2R, ECE1",0.157416661265174,3.7027877575202e-07,9.96560636118798e-05,0,0
GO:0045061,"thymic T cell selection",14,"CD3D, GLI3, STK11, ATG5, CD74, ITPKB, CD3E, ZAP70, CCR7, JAG2, PTPRC, AIRE, PTPN2, SRF",0.135096046870586,3.85665592017581e-07,0.000100337331523241,0,0
GO:0046940,"nucleoside monophosphate phosphorylation",11,"AK3, AK4, AK8, AK6, AK2, AK5, DTYMK, CMPK2, CMPK1, AK9, AK1",0.161899660688631,4.65163597640483e-07,0.000117116189663999,0,0
GO:0032730,"positive regulation of interleukin-1 alpha production",6,"ISL1, S100A13, CASP1, P2RX7, PANX1, CALCA",0.163160801383626,4.80506048283758e-07,0.00011719842833921,0,0
GO:0052428,"modification by host of symbiont molecular function",7,"PTX3, CASP8, RAB9A, SUGT1, ANXA2, APCS, SFTPD",0.18177505595354,5.40202965360059e-07,0.00012474940044468,0,0
GO:0001783,"B cell apoptotic process",19,"TRAF3IP2, ORMDL3, BCL2L11, MIF, IRS2, CD74, FNIP1, FOXP1, PKN1, AURKB, CRKL, SLC39A10, BAK1, BCL10, TNFRSF21, BAX, NOC2L, ADA, BCL6",0.103066748758988,5.4343108457644e-07,0.00012474940044468,0,0
GO:0032687,"negative regulation of interferon-alpha production",5,"LILRA4, NLRC3, PTPRS, HAVCR2, NMI",0.287463350640553,5.92619654460336e-07,0.000129386847959601,0,0
GO:0006833,"water transport",15,"AVP, PDPN, MIP, UPK3A, AQP2, AQP11, HYAL2, AQP7, INPP5K, AQP4, AQP6, AQP5, AQP1, SLC4A11, SLC14A1",0.187810450305376,5.96787511408792e-07,0.000129386847959601,0,0
GO:0042416,"dopamine biosynthetic process",9,"TGFB2, SLC6A3, NR4A2, VPS35, DDC, GPR37, PARK7, TH, SNCA",0.146011120623981,6.37911480971809e-07,0.000134564840783378,0,0
GO:0042133,"neurotransmitter metabolic process",24,"DAGLA, PRIMA1, CHAT, SLC6A3, GAD1, MAOB, DAGLB, BCHE, TH, ALDH9A1, GCHFR, HNMT, ALDH5A1, ACHE, ABAT, COMT, COLQ, CLN3, AGTPBP1, MOXD1, LRTOMT, NOS1, MAOA, GAD2",0.150331588153997,6.56116314279309e-07,0.000134762837709211,0,0
GO:0031342,"negative regulation of cell killing",13,"KLRC1, CRK, PTPRC, MICA, HAVCR2, PPP3CB, SERPINB9, IL7R, CX3CR1, GFER, CEACAM1, ARRB2, HSP90AB1",0.131189336548752,7.18437443980591e-07,0.000143779596160731,0,0
GO:0045058,"T cell selection",33,"IL6R, CD4, SYK, ITPKB, SPN, BCL2, SRF, PTPN2, GLI3, ATG5, STAT3, CD74, STAT6, PTPRC, CTSL, ZFPM1, AIRE, STK11, CD3E, THEMIS, CD3D, IL15, IL23A, MTOR, CCR7, TOX, LY9, BCL11B, JAG2, ZAP70, BRAF, LOXL3, RHOA",0.11385748931829,7.61691170136913e-07,0.000147389976021126,0,0
GO:0015670,"carbon dioxide transport",5,"AQP5, CA2, AQP4, AQP1, AQP6",0.336208601818468,7.74245870194257e-07,0.000147389976021126,0,0
GO:0046130,"purine ribonucleoside catabolic process",10,"ADA, PNP, GDA, NUDT18, ADAL, HPRT1, ADA2, ENPP4, AHCY, ENTPD4",0.14204222614436,8.2041599891447e-07,0.000152460639798272,0,0
GO:0042492,"gamma-delta T cell differentiation",10,"STAT5B, TCF7, CCR9, SOX4, LEF1, KLRC1, SYK, PTPRC, SOX13, JAG2",0.195623401514111,8.782163931631e-07,0.000159406487177628,0,0
GO:0009713,"catechol-containing compound biosynthetic process",14,"PNMT, INSM1, VPS35, HAND2, DDC, HDC, TH, PARK7, NR4A2, MOXD1, SLC6A3, TGFB2, GPR37, SNCA",0.143333159333379,9.22900026845141e-07,0.000160071882433918,0,0
GO:0042423,"catecholamine biosynthetic process",14,"TH, GPR37, SNCA, VPS35, SLC6A3, PNMT, NR4A2, DDC, PARK7, HDC, INSM1, MOXD1, TGFB2, HAND2",0.143333159333379,9.22900026845141e-07,0.000160071882433918,0,0
GO:1900426,"positive regulation of defense response to bacterium",9,"EMILIN2, CYBA, F2RL1, GRN, KLK7, KLK3, KLK5, EMILIN1, HAVCR2",0.222359276509784,9.82908097912905e-07,0.000161791245630272,0,0
GO:0060174,"limb bud formation",8,"ZNF219, FGFR2, WNT3, SOX9, SOX11, PLXNA2, SEMA3C, SOX4",0.153377727164234,1.00480101328237e-06,0.000161791245630272,0,0
GO:0000255,"allantoin metabolic process",7,"ADA, NT5C, URAD, GDA, PNP, UMOD, NT5C2",0.226539363090874,1.02798755319267e-06,0.000161791245630272,0,0
GO:0002286,"T cell activation involved in immune response",58,"ZFPM1, STAT3, PSEN1, SEMA4A, ATP7A, RC3H1, CD46, NFKBIZ, PTGER4, TSC1, RPS6, RARA, STAT6, PRKCZ, MALT1, RORA, APBB1IP, SPN, HAVCR2, MTOR, ZBTB7B, CD74, TNFSF4, IL23A, FOXP1, LOXL3, HMGB1, BCL3, CEACAM1, SMAD7, RELB, NLRP3, IL6R, RIPK2, LEF1, FGL2, RC3H2, CD81, TMEM98, LY9, IL4R, JAK3, CCL19, FCER1G, ANXA1, IL27, SOCS5, ENTPD7, F2RL1, EIF2AK4, RORC, MYB, LGALS3, LCP1, CD86, BCL6, GPR183, MDK",0.110144727120035,1.02927920420104e-06,0.000161791245630272,0,0
GO:0034138,"toll-like receptor 3 signaling pathway",20,"FLOT1, RFTN1, TICAM1, HAVCR2, COLEC12, PTPN22, CAV1, OAS1, CASP8, UNC93B1, TNF, TIRAP, WDFY1, TLR3, RIPK1, PELI1, F2RL1, FADD, TNIP2, UBQLN1",0.118869145367549,1.03645897264748e-06,0.000161791245630272,0,0
GO:0099024,"plasma membrane invagination",50,"ANO6, ITGA2, ARHGAP25, THBS1, C3, PLCG2, RAC1, ABCA1, AIF1, SPIRE1, IGLL1, MARCO, APPL2, TREM2, DOCK1, ALKBH4, RAC2, GSN, SNX33, XKR8, CDC42, MFGE8, RHOBTB1, SPIRE2, ARF1, VAMP7, MEGF10, MYH9, AURKB, ITGAM, F2RL1, CLCN3, ABCA7, ADGRB1, XKR6, RHOA, ITGB2, SH3BP1, XKR4, BECN1, PPARG, SNX9, SNX18, RHOBTB2, GULP1, RHOG, ELMO1, ARHGAP12, XKR9, RAB31",0.0976410336313342,1.09617696697484e-06,0.000167589549561625,0,0
GO:0002719,"negative regulation of cytokine production involved in immune response",12,"TGFB3, BCL6, LILRB4, CUEDC2, TNF, SMAD7, JAK3, APOA1, BST2, TGFB2, ANGPT1, HMOX1",0.197879684227606,1.11654792789295e-06,0.000167589549561625,0,0
GO:0032930,"positive regulation of superoxide anion generation",16,"EGFR, APP, SYK, GNAI2, ITGAM, PRKCD, MAPT, CYBA, HVCN1, GSTP1, ITGB2, AGT, F2RL1, SOD1, GNAI3, TYROBP",0.225442798394954,1.16061421562286e-06,0.000170916867036536,0,0
GO:0043300,"regulation of leukocyte degranulation",35,"GAB2, BCR, ITGAM, FER, RABGEF1, FES, CEACAM1, CD84, SYK, UNC13D, ADORA2B, VAMP7, C12orf4, KLRC2, F2RL1, ITGB2, STX4, STXBP1, IL4R, FGR, PRAM1, HMOX1, VAMP8, FOXF1, IL13RA2, NPPA, LAMP1, SPI1, PTAFR, LYN, SNX4, PDPK1, AP1G1, SPHK2, RAC2",0.132713029125184,1.21706226974272e-06,0.000173719474483202,0,0
GO:0046635,"positive regulation of alpha-beta T cell activation",42,"NFKBIZ, PTPRC, CD86, ADA, CCL19, EBI3, HSPH1, RIPK2, GLI3, CD55, IL23A, TNFSF4, LILRB4, ITPKB, PTPN22, CD3E, RASAL3, SOCS1, TYK2, PRKCQ, TGFBR2, ANXA1, MALT1, AP3B1, CD81, SOCS5, AP3D1, PNP, SYK, NLRP3, JAK2, RARA, ZAP70, MYB, CBFB, RHOA, ZBTB7B, PRKCZ, ZBTB16, NKAP, CD83, IL4R",0.137742965564769,1.22416029424421e-06,0.000173719474483202,0,0
GO:0035590,"purinergic nucleotide receptor signaling pathway",31,"P2RY4, PTAFR, NLRP3, P2RY12, P2RY1, ENTPD5, P2RY14, P2RX5, PSTPIP1, P2RX2, IL1B, APP, TXNIP, PYCARD, P2RY6, HSP90AB1, GPR171, P2RX7, GPR34, NT5E, SUGT1, CASP1, C3, P2RX6, MEFV, P2RX3, P2RX4, C3AR1, ANO6, TXN, P2RY13",0.170766568489593,1.36572852837968e-06,0.000190348413642918,0,0
GO:0002922,"positive regulation of humoral immune response",12,"KLK3, KLK7, PTPRC, LTA, ZP3, IL1B, FCER2, CCR7, KLK5, TREM2, TNF, C3",0.1812380006686,1.43166317667642e-06,0.000193857914345251,0,0
GO:0016540,"protein autoprocessing",23,"F12, PCSK9, KLK6, MYRFL, CASP4, PCSK1, PISD, PIDD1, SPRTN, FAM111A, FXN, TMPRSS2, CTSL, CAPN2, DHH, MYRF, PARP1, OMA1, AFG3L2, PCSK2, CASP1, HTRA2, CASP6",0.104560865104324,1.44225226283989e-06,0.000193857914345251,0,0
GO:0035333,"Notch receptor processing, ligand-dependent",7,"PSEN2, NCSTN, PSEN1, PSENEN, APH1A, ADAM10, APH1B",0.250516472680112,1.46542177403841e-06,0.000193857914345251,0,0
GO:0036336,"dendritic cell migration",22,"ASB2, CCL19, EPS8, ANO6, ALOX5, CCL21, DOCK8, TRPM2, CCR5, CDC42, EXT1, CALR, TRPM4, CXCR4, GPR183, C1QBP, HMGB1, SPI1, CCR7, SLAMF8, GAS6, CCR1",0.145532305538679,1.75442136129966e-06,0.000221543541946885,0,0
GO:0044531,"modulation of programmed cell death in other organism",11,"RAB7A, SERPINB9, BAD, CASP8, TRIM27, SFPQ, MAPK1, BCL2L11, MAPK3, RNF213, BCL2L1",0.134908491449253,1.78824383634257e-06,0.000221543541946885,0,0
GO:0052040,"modulation by symbiont of host programmed cell death",11,"TRIM27, BCL2L1, MAPK3, CASP8, RAB7A, SERPINB9, MAPK1, BAD, RNF213, BCL2L11, SFPQ",0.134908491449253,1.78824383634257e-06,0.000221543541946885,0,0
GO:0052248,"modulation of programmed cell death in other organism involved in symbiotic interaction",11,"CASP8, BCL2L11, BAD, RNF213, SERPINB9, SFPQ, BCL2L1, MAPK1, MAPK3, TRIM27, RAB7A",0.134908491449253,1.78824383634257e-06,0.000221543541946885,0,0
GO:0033627,"cell adhesion mediated by integrin",54,"SWAP70, IFT74, ITGA7, ITGA5, SYK, ITGAE, CYP1B1, CCL21, EXT1, ITGA2, LIF, FERMT1, FBN1, ITGAV, ITGA9, ITGB4, NEXMIF, JAM3, COL16A1, ITGB7, MUC1, RET, PDE3B, ITGA2B, SFRP2, ITGB5, ITGA11, ITGB8, SKAP1, CD3E, TGFB2, ITGAX, ADAM17, ITGA1, WNK1, RAC3, PODXL, ITGA8, NPNT, PIEZO1, ADAM9, FOXC2, CIB1, PTPN11, PLPP3, ITGAM, ADA, SNAI2, ITGA6, ITGB1, P2RY12, ITGB2, ITGA3, ACER2",0.129472843541035,2.04425999517088e-06,0.000248344212467751,0,0
GO:1901098,"positive regulation of autophagosome maturation",5,"CALCOCO2, FYCO1, UVRAG, ADRB2, SMCR8",0.217732458272568,2.06820932868723e-06,0.000248344212467751,0,0
GO:0032928,"regulation of superoxide anion generation",20,"MAPT, GNAI3, HVCN1, ITGB2, F2RL1, ACP5, GSTP1, AATF, PRKCD, AGT, SOD1, EGFR, SYK, PON3, ITGAM, CYBA, APP, GNAI2, AKT1, TYROBP",0.210468169518149,2.17984424055739e-06,0.000257783095417431,0,0
GO:0036037,"CD8-positive, alpha-beta T cell activation",13,"ZBTB7B, MAPK8IP1, CBFB, LILRB4, SH3RF1, PTPN22, BCL2, SOCS1, WDFY4, TOX, CD274, VSIR, CLEC4A",0.163359713993684,2.21858230520233e-06,0.000258448281971705,0,0
GO:0016266,"O-glycan processing",44,"GALNT13, MUC4, MUC5B, MUC20, C1GALT1C1, GALNT15, ST3GAL4, MUC6, B3GNT7, GALNT12, ST6GAL1, POMGNT1, C1GALT1, GALNT2, B3GNT4, GCNT4, ST3GAL3, GALNT5, GALNT6, GALNT10, ST3GAL1, B3GNT6, GALNT3, XXYLT1, GALNT14, GALNT9, ST6GALNAC4, MUC1, MUC5AC, MUC3A, GXYLT1, B3GNT5, MUC12, ST3GAL2, GXYLT2, B3GNT8, B3GNT2, B4GALT5, GALNT11, CHST4, GALNT7, MUC2, GCNT1, GALNT1",0.105579247515723,2.26009575776676e-06,0.000259412461608375,0,0
GO:0003081,"regulation of systemic arterial blood pressure by renin-angiotensin",13,"ACE, RPS6KA2, F2RL1, AGT, F2R, PCSK5, CTSZ, EDNRB, CYBA, CES1, ATP6AP2, ECE1, RHOA",0.173677596329339,2.36650651919135e-06,0.000260984045335599,0,0
GO:0006152,"purine nucleoside catabolic process",11,"ADA2, AHCY, HPRT1, ADAL, NUDT18, ENTPD4, PNP, GDA, NUDT1, ADA, ENPP4",0.137484943847198,2.39284887026958e-06,0.000260984045335599,0,0
GO:0030948,"negative regulation of vascular endothelial growth factor receptor signaling pathway",12,"DAB2IP, CNMD, MMRN2, EMILIN1, HHEX, PTPN1, NEDD4, HGS, NF1, PDCD6, CADM4, EPN2",0.142672580898774,2.40857284361518e-06,0.000260984045335599,0,0
GO:0097242,"beta-amyloid clearance",21,"HMGCR, LRPAP1, TTPA, ITGB2, MARCO, ABCA7, SRF, TNF, LRP1, INSR, APOE, LRP2, ITGAM, ROCK1, IFNGR1, TREM2, CYP51A1, IDE, C3, IGF1R, LDLR",0.114442064795394,2.43487098683381e-06,0.000260984045335599,0,0
GO:0061370,"testosterone biosynthetic process",6,"WNT4, HSD17B3, AKR1C3, DKKL1, HSD17B1, STAR",0.1903702996731,2.44097825874423e-06,0.000260984045335599,0,0
GO:0017144,"drug metabolic process",21,"CYP2A13, CYP2E1, FMO2, CBR1, CAD, CYP3A5, VKORC1, NUDT15, NT5C2, CYP2U1, FMO5, FPGS, BCHE, ADAL, CYP2J2, TPMT, CYP2R1, CYP2W1, CYP1A2, CYP2B6, NOS1",0.12065539084415,2.59462721852177e-06,0.000273663046494087,0,0
GO:0001915,"negative regulation of T cell mediated cytotoxicity",5,"KLRC1, IL7R, PTPRC, PPP3CB, CEACAM1",0.179695376365327,2.71652569505676e-06,0.000282384557050868,0,0
GO:0046629,"gamma-delta T cell activation",15,"STAT5B, MICA, JAG2, JAML, TCF7, SOX4, SOX13, KLRC1, MICB, CXADR, LEF1, SYK, PTPRC, EGR3, CCR9",0.14541810726365,2.74967666058501e-06,0.000282384557050868,0,0
GO:0007586,"digestion",89,"CTRB1, SCARB1, NEUROG1, CCK, CLPS, COPA, LIMA1, FABP1, PTGER3, GKN1, UCN, PRSS1, EZR, MUC4, GUCA2B, NMU, OPRK1, OXT, NPR3, MUC6, MUC2, HIP1R, CHRM3, AKR1C1, PIR, AMY2A, ADRA2A, APOA1, PRSS2, GHRL, TFF1, NR1H3, SST, CTRB2, HRH2, TJP2, ACO1, TFF3, NPC1L1, GHSR, RBP4, TLR4, SGK1, ENPP7, IREB2, SNX10, STK39, TYMP, WNK1, F11R, ABCG8, SLC26A6, MOGAT2, SLC22A5, PBLD, TAC1, KCNN4, GUCA2A, UGCG, PRSS3, TLR9, CLPSL1, EPB41, SERPINA3, LRCOL1, PPARGC1A, SCT, UCN2, AQP1, LPCAT3, OXTR, CCKBR, ASAH2, KCNQ1, CHRM5, OPRL1, SLC46A1, ARX, STRAP, AQP5, TRPV1, NEUROD1, ZNF830, CHRM1, SOX9, NR1H2, HAMP, CRH, LDLR",0.0830945135080587,2.79347360598869e-06,0.000283156642788854,0,0
GO:0001910,"regulation of leukocyte mediated cytotoxicity",40,"CEACAM1, SERPINB9, MICA, VAV1, PVR, LAG3, F2RL1, PTPRC, RASGRP1, FADD, B2M, KLRC1, STX7, PPP3CB, AGER, ITGAM, CD226, AP1G1, NECTIN2, GFER, MR1, TYROBP, P2RX7, DNASE1, IL23A, STAT5B, KLRC2, IL7R, KLRC3, SPI1, NOS2, HAVCR2, AZGP1, ARRB2, CX3CR1, CRK, LAMP1, CADM1, POMC, CXCL6",0.126803454510019,2.84664503158449e-06,0.000284846980404064,0,0
GO:0006968,"cellular defense response",30,"KLRC3, PTK2B, TYROBP, NCR2, BCL10, CX3CR1, CCR5, RAB23, KLRG1, PRF1, LGALS3BP, RELA, GNLY, LSP1, CCR9, VEZF1, KLRC2, ITGB1, TCIRG1, SPN, LY96, IL33, MNDA, ZNF148, CD300C, FOSL1, CCR3, ADORA2B, UMOD, BECN1",0.130846137736458,2.99018574767551e-06,0.000291490295409526,0,0
GO:0071384,"cellular response to corticosteroid stimulus",57,"SGK1, ERRFI1, KLF9, CASP9, ATP5F1A, FAM107A, SMYD3, ANXA1, ACE, EIF4E, RPS6KB1, CBX3, FECH, FLT3, HMGCS2, AKR1C3, RAN, CFLAR, AIFM1, PLAT, DNMT3B, FBXO32, STAR, ISL1, HEY1, USP8, EGFR, SCNN1B, CYP1B1, UBE2L3, EDN1, ZFP36L1, ACVR1, CRH, MYOD1, AQP1, REST, PCK2, ATP2B1, HNRNPU, ZFP36L2, SSTR4, ADCYAP1, IGF1R, GSTP1, SSTR3, NR3C1, ASS1, JAK2, GPER1, DDIT4, SRD5A1, SSTR2, BCL2L11, SERPINF1, FOXO1, ZFP36",0.0752722880175544,2.99904286904518e-06,0.000291490295409526,0,0
GO:2001185,"regulation of CD8-positive, alpha-beta T cell activation",9,"SH3RF1, MAPK8IP1, CD274, VSIR, SOCS1, PTPN22, CBFB, ZBTB7B, LILRB4",0.191785904914202,3.025075455243e-06,0.000291490295409526,0,0
GO:0042554,"superoxide anion generation",29,"NOXA1, HVCN1, PON3, CYBA, ITGB2, AGT, TYROBP, NOXO1, APP, AATF, NCF4, NCF1C, GNAI2, SH3PXD2A, SOD1, EDN1, SYK, SOD2, F2RL1, MAPT, SH3PXD2B, ACP5, ITGAM, EGFR, PRKCD, AKT1, CYBB, GSTP1, GNAI3",0.167613116253855,3.13032227661214e-06,0.000297953236206802,0,0
GO:0006911,"phagocytosis, engulfment",41,"RHOBTB1, MYH9, MEGF10, PPARG, ARHGAP12, MARCO, RAC1, ITGAM, TREM2, AIF1, RHOG, CDC42, ABCA7, F2RL1, ADGRB1, VAMP7, GSN, XKR6, MFGE8, ITGB2, C3, ANO6, RHOBTB2, XKR4, DOCK1, ELMO1, XKR8, APPL2, ABCA1, SH3BP1, CLCN3, GULP1, ITGA2, RAB31, THBS1, XKR9, ARHGAP25, IGLL1, RAC2, PLCG2, BECN1",0.107616288269625,3.26342479040065e-06,0.000306879885410567,0,0
